	135307264	136	8	1	254	24	0	0	0	0
	203988992	134	6	21	8	1	3	32	34	0
	135307264	136	8	1	254	28	0	0	0	0
	170434560	136	8	0	0	0	151	6	136	224
	135307264	136	8	1	254	16	0	0	0	0
	135307264	136	8	1	254	20	0	0	0	0
	169910272	132	4	0	0	2	0	0	0	0
	203464704	136	8	0	0	0	3	4	0	128
	135307264	136	8	1	254	24	0	0	0	0
	203726848	136	8	68	49	6	177	1	0	0
	135307264	136	8	1	254	28	0	0	0	0
	2662415	136	8	12	252	16	0	0	0	0
	135307264	136	8	1	254	16	0	0	0	0
	169385984	136	8	0	0	64	110	2	0	32
	2662415	136	8	48	252	32	0	0	0	0
	135307264	136	8	1	254	20	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	2662415	136	8	184	252	128	0	0	0	0
	35692550	136	8	128	4	0	0	0	0	0
	35692550	136	8	128	4	0	0	0	0	0
	169910272	132	4	0	0	2	0	0	0	0
	103325697	136	8	0	36	0	128	0	32	0
	2662415	136	8	54	0	167	183	129	152	0
	35692550	136	8	128	4	0	0	0	0	0
	103325697	136	8	0	36	0	128	0	32	0
	3186690	136	8	128	0	0	1	194	0	62
	103325697	136	8	0	36	0	128	0	32	0
	103325697	136	8	0	36	0	128	46	32	0
	2662415	136	8	14	0	7	186	129	136	0
	103325697	136	8	0	36	0	128	46	32	0
	135307264	136	8	1	254	20	0	0	0	0
	103325697	136	8	0	36	0	128	46	32	0
	3186690	136	8	191	223	233	209	202	113	62
	2662415	136	8	11	0	39	182	129	183	255
	103325697	136	8	0	36	0	128	46	32	0
	103325697	136	8	0	36	0	128	46	32	0
	135307264	136	8	1	254	28	0	0	0	0
	103325697	136	8	0	36	0	128	46	32	0
	103325697	136	8	0	36	0	128	46	32	0
	103325697	136	8	0	36	0	128	46	32	0
	103325697	136	8	0	36	0	128	46	32	0
	1089542	136	8	0	0	0	0	0	0	0
	35692550	136	8	128	4	0	0	0	0	0
	103325697	136	8	0	36	0	128	46	32	0
	103325697	136	8	0	36	0	128	46	32	0
	35692550	136	8	128	4	0	0	0	0	0
	2662415	136	8	229	0	71	186	129	167	254
	135307264	136	8	1	254	24	0	0	0	0
	103325697	136	8	0	36	0	128	45	32	0
	34643974	136	8	255	8	255	0	0	0	8
	35692550	136	8	128	4	0	0	0	0	0
	35692550	136	8	128	4	0	0	0	0	0
	35692550	136	8	128	4	0	0	0	0	0
	135307264	136	8	1	254	16	0	0	0	0
	103325697	136	8	0	36	0	128	40	32	0
	35168262	136	8	0	44	0	44	0	44	0
	102277121	136	8	1	21	7	98	21	36	101
	35692550	136	8	128	0	0	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	103325697	136	8	0	36	0	128	38	32	0
	35692550	136	8	128	0	0	0	0	0	0
	135307264	136	8	1	254	24	0	0	0	0
	35692550	136	8	128	0	0	0	0	0	0
	103325697	136	8	0	36	0	128	35	32	0
	35692550	136	8	128	0	0	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	103325697	136	8	0	36	0	128	34	32	0
	103325697	136	8	0	36	0	128	33	32	0
	2662415	136	8	65	0	87	184	129	151	255
	103325697	136	8	0	36	0	128	32	32	0
	103325697	136	8	0	36	0	128	32	32	0
	2662415	136	8	59	0	7	182	129	167	255
	103325697	136	8	0	36	0	128	30	32	0
	2662415	136	8	3	0	119	185	129	151	255
	2662415	136	8	191	0	183	182	129	183	255
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	0	11	7	70	9	25	107
	103325697	136	8	0	36	0	128	27	32	0
	103325697	136	8	0	36	0	128	27	32	0
	103325697	136	8	0	36	0	128	26	32	0
	103325697	136	8	0	36	0	128	26	48	0
	2662406	136	8	124	152	12	128	0	0	0
	34643974	136	8	255	3	255	0	0	0	3
	35692550	136	8	129	80	0	0	0	0	0
	1089542	136	8	0	0	0	0	0	0	0
	102277121	136	8	1	45	8	26	65	22	103
	2662406	136	8	124	152	14	128	0	0	0
	35692550	136	8	129	32	0	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	2662415	136	8	85	0	103	184	129	167	255
	169385984	136	8	162	132	64	109	0	99	32
	103325697	136	8	0	36	0	98	59	48	0
	103325697	136	8	0	36	0	103	46	48	0
	35692550	136	8	129	80	0	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	102277121	136	8	0	11	11	229	0	19	122
	102277121	136	8	0	10	11	170	0	19	125
	103325697	136	8	0	36	0	128	26	32	0
	169648129	136	8	0	1	5	0	0	0	1
	103325697	136	8	0	36	0	128	24	32	0
	2662415	136	8	168	0	7	185	129	152	0
	35692550	136	8	129	80	0	0	0	0	0
	2662415	136	8	231	0	135	185	129	167	255
	102277121	136	8	0	12	10	10	0	19	124
	35692550	136	8	129	80	0	0	0	0	0
	2662415	136	8	31	0	55	182	129	183	255
	2662415	136	8	105	0	119	184	129	151	255
	35692550	136	8	129	64	0	0	0	0	0
	2662415	136	8	181	0	247	183	129	151	255
	35692550	136	8	129	64	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	103325697	136	8	0	36	0	142	43	48	0
	2662415	136	8	111	0	39	185	129	167	255
	2662415	136	8	238	0	103	183	129	168	0
	103325697	136	8	0	36	0	117	58	48	0
	135307264	136	8	1	254	16	0	0	0	0
	2662415	136	8	234	0	39	184	129	152	0
	103325697	136	8	0	36	0	119	44	48	0
	2662415	136	8	116	0	167	182	129	168	0
	103325697	136	8	0	36	0	122	35	48	0
	2662415	136	8	130	0	23	183	129	168	0
	103325697	136	8	0	36	0	119	26	48	0
	1089542	136	8	0	0	0	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	2662415	136	8	164	0	23	185	129	136	0
	102277121	136	8	0	12	11	49	0	19	124
	35168262	136	8	0	44	0	44	0	44	0
	1089542	136	8	0	0	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	103325697	136	8	0	36	0	128	23	32	0
	35692550	136	8	129	64	0	0	0	0	0
	35168262	136	8	0	44	0	44	0	44	0
	35692550	136	8	129	80	0	0	0	0	0
	2662406	136	8	124	168	13	128	0	0	0
	2662415	136	8	13	0	119	183	129	135	255
	3186690	136	8	191	223	233	209	202	113	62
	2662415	136	8	114	0	247	183	129	152	0
	103325697	136	8	0	36	0	142	42	48	0
	135307264	136	8	1	254	16	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	103325697	136	8	0	36	0	128	56	48	0
	35692550	136	8	129	64	0	0	0	0	0
	135307264	136	8	1	254	24	0	0	0	0
	103325697	136	8	0	36	0	110	50	48	0
	102277121	136	8	0	49	12	102	39	19	116
	35692550	136	8	129	80	0	0	0	0	0
	103325697	136	8	0	36	0	128	25	32	0
	35692550	136	8	129	64	0	0	0	0	0
	2662415	136	8	212	0	7	182	129	152	0
	103325697	136	8	0	36	0	128	26	32	0
	3186690	136	8	191	223	233	209	202	113	62
	169385999	129	1	0	0	11	113	0	19	124
	103325697	136	8	0	36	0	128	24	32	0
	35692550	136	8	129	80	0	0	0	0	0
	2662415	136	8	229	0	103	181	129	183	255
	35692550	136	8	129	64	0	0	0	0	0
	103325697	136	8	0	36	0	128	22	32	0
	103325697	136	8	0	36	0	128	21	32	0
	3186690	136	8	191	223	233	209	202	113	62
	2662415	136	8	169	0	151	184	129	135	255
	102277121	136	8	0	0	9	34	0	19	121
	2662406	136	8	124	168	13	128	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	103325697	136	8	0	36	0	128	22	32	0
	103325697	136	8	0	36	0	128	21	32	0
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	0	12	8	74	0	18	117
	35692550	136	8	129	80	0	0	0	0	0
	2662415	136	8	118	0	151	184	129	152	0
	102277121	136	8	0	11	7	247	1	18	117
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	0	11	7	192	2	19	116
	103325697	136	8	0	36	0	128	25	32	0
	2662415	136	8	50	0	199	184	129	152	0
	102277121	136	8	0	10	7	69	3	20	111
	135307264	136	8	1	254	24	0	0	0	0
	169648129	136	8	0	1	1	0	0	0	1
	35692550	136	8	129	32	0	0	0	0	0
	103325697	136	8	0	36	0	128	25	32	0
	102277121	136	8	0	12	6	140	4	19	105
	102277121	136	8	0	14	6	97	18	19	104
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	64	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	2662415	136	8	165	0	167	184	129	167	255
	135307264	136	8	1	254	16	0	0	0	0
	2662415	136	8	130	0	23	183	129	168	0
	103325697	136	8	0	36	0	128	131	48	0
	34643974	136	8	255	1	255	0	0	0	1
	35168262	136	8	0	44	0	44	0	44	0
	2662406	136	8	124	152	13	128	0	0	0
	102277121	136	8	0	72	10	139	65	18	120
	34643974	136	8	255	0	255	0	0	0	0
	2662415	136	8	169	0	183	184	129	183	255
	103325697	136	8	0	36	0	109	51	48	0
	102277121	136	8	0	46	11	40	38	20	125
	103325697	136	8	0	36	0	116	39	48	0
	103325697	136	8	0	36	0	128	22	32	0
	103325697	136	8	0	36	0	128	21	32	0
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	0	0	10	67	0	21	121
	103325697	136	8	0	36	0	128	22	32	0
	102277121	136	8	0	0	9	166	0	20	120
	34643974	136	8	255	10	255	0	0	0	10
	102277121	136	8	1	0	9	1	0	20	119
	103325697	136	8	0	36	0	128	19	32	0
	103325697	136	8	0	36	0	128	18	32	0
	103325697	136	8	0	36	0	128	19	32	0
	34643974	136	8	255	14	255	0	0	0	14
	169648129	136	8	0	1	5	0	0	0	1
	102277121	136	8	0	12	8	11	2	20	116
	103325697	136	8	0	36	0	128	19	32	0
	103325697	136	8	0	36	0	137	18	48	0
	2662406	136	8	124	152	13	128	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	1	17	7	146	47	17	113
	135307264	136	8	1	254	24	0	0	0	0
	103325697	136	8	0	36	0	128	42	48	0
	1089542	136	8	0	0	0	0	0	0	0
	35692550	136	8	129	64	0	0	0	0	0
	103325697	136	8	0	36	0	128	43	48	0
	135307264	136	8	1	254	20	0	0	0	0
	35692550	136	8	129	32	0	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	103325697	136	8	0	36	0	127	20	48	0
	103325697	136	8	0	36	0	128	20	32	0
	35692550	136	8	129	80	0	0	0	0	0
	35692550	136	8	129	64	0	0	0	0	0
	169648129	136	8	0	1	3	0	0	0	1
	102277121	136	8	0	12	8	69	1	20	115
	135307264	136	8	1	254	24	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	102277121	136	8	1	10	7	220	14	20	115
	35168262	136	8	0	44	0	44	0	44	0
	102277121	136	8	0	21	7	197	38	18	113
	103325697	136	8	0	36	0	136	41	48	0
	135307264	136	8	1	254	20	0	0	0	0
	35692550	136	8	129	64	0	0	0	0	0
	135307264	136	8	1	254	16	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	102277121	136	8	0	47	8	200	35	19	105
	135307264	136	8	1	254	28	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	2662415	136	8	237	0	199	183	129	167	254
	135307264	136	8	1	254	24	0	0	0	0
	135307264	136	8	1	254	24	0	0	0	0
	135307264	136	8	1	254	24	0	0	0	0
	35692550	136	8	129	80	0	0	0	0	0
	135635201	136	8	52	0	54	66	32	0	0
	35168262	136	8	0	44	0	44	0	44	0
	102277121	136	8	0	21	7	194	26	19	113
	169385999	129	1	0	23	7	206	30	19	112
	135307264	136	8	1	254	20	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	1089542	136	8	0	0	0	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	103325697	136	8	0	36	0	139	41	48	0
	2662406	136	8	124	120	13	127	240	0	0
	102277121	136	8	0	39	8	186	54	18	107
	135307264	136	8	1	254	16	0	0	0	0
	35692550	136	8	129	64	0	0	0	0	0
	169648129	136	8	0	1	0	0	0	0	1
	35692550	136	8	129	32	0	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	1089542	136	8	0	0	0	0	0	0	0
	135307264	136	8	1	254	28	0	0	0	0
	3186690	136	8	191	223	233	209	202	113	62
	102277121	136	8	0	10	9	197	0	20	117
	3186690	136	8	191	223	233	209	202	113	62
	3186690	136	8	191	223	233	209	202	113	62
	135307264	136	8	1	254	28	0	0	0	0
	35692550	136	8	129	32	0	0	0	0	0
	135307264	136	8	1	254	24	0	0	0	0
	2662415	136	8	25	0	247	181	129	199	255
