135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
2662406	136	8	-2146658180	0	124	152	12	128	0	0	0	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
169385985	136	8	1283457024	2461698	0	0	128	76	2	144	37	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
102277121	136	8	-1442574336	5771528	0	16	4	170	8	17	88	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
169385985	136	8	1283457024	2465026	0	0	128	76	2	157	37	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
34643974	136	8	16714495	1141506048	255	10	255	0	0	0	10	68
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
169385985	136	8	1300234240	2465026	0	0	128	77	2	157	37	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
2662415	136	8	-1211694919	16758657	185	0	199	183	129	183	255	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
1089542	136	8	0	0	0	0	0	0	0	0	0	0
103325697	136	8	-2147474432	536870929	0	36	0	128	17	0	0	32
103325697	136	8	-1979702272	536875025	0	36	0	138	17	16	0	32
103325697	136	8	-1996479488	536875036	0	36	0	137	28	16	0	32
103325697	136	8	-2063588352	536875045	0	36	0	133	37	16	0	32
102277121	136	8	1426400257	1028787768	1	36	5	85	56	14	82	61
103325697	136	8	1979720704	536875052	0	36	0	118	44	16	0	32
103325697	136	8	2030052352	536875040	0	36	0	121	32	16	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
1089542	136	8	0	0	0	0	0	0	0	0	0	0
103325697	136	8	-2147474432	536870936	0	36	0	128	24	0	0	32
103325697	136	8	-2147474432	536870937	0	36	0	128	25	0	0	32
103325697	136	8	-2147474432	536870937	0	36	0	128	25	0	0	32
102277121	136	8	856034560	6164740	0	13	6	51	4	17	94	0
103325697	136	8	-2147474432	536870937	0	36	0	128	25	0	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
2662415	136	8	-1220083514	43137	198	0	71	183	129	168	0	0
103325697	136	8	-2147474432	536870935	0	36	0	128	23	0	0	32
103325697	136	8	-2147474432	536870935	0	36	0	128	23	0	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
102277121	136	8	-905638656	39588103	0	13	5	202	7	17	92	2
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
103325697	136	8	2013275136	536875038	0	36	0	120	30	16	0	32
169385984	136	8	1698693152	-1759484928	32	0	64	101	0	100	32	151
35692550	136	8	20609	0	129	80	0	0	0	0	0	0
35168262	136	8	738208768	738208768	0	44	0	44	0	44	0	44
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
169648129	136	8	131328	-2147418112	0	1	2	0	0	0	1	128
169385984	136	8	1698693152	-1759484928	32	0	64	101	0	100	32	151
2662406	136	8	-2146666372	0	124	120	12	128	0	0	0	0
135700737	136	8	-15346	0	14	196	255	255	0	0	0	0
169385985	136	8	1300234240	3786501	0	0	128	77	5	199	57	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
34643974	136	8	16713471	-687472640	255	6	255	0	0	0	6	215
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
102277121	136	8	2030438912	6951428	0	10	6	121	4	18	106	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
169648129	136	8	256	-2147418112	0	1	0	0	0	0	1	128
169648129	136	8	256	-2147418112	0	1	0	0	0	0	1	128
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
2662415	136	8	-1209597815	16754561	137	0	231	183	129	167	255	0
35168262	136	8	738208768	738208768	0	44	0	44	0	44	0	44
34643974	136	8	16712447	-1509818368	255	2	255	0	0	0	2	166
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
2662415	136	8	-1238958021	16750465	59	0	39	182	129	151	255	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
169385985	136	8	1300234240	3802885	0	0	128	77	5	7	58	0
2662415	136	8	-1192820539	16746369	197	0	231	184	129	135	255	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
169385990	136	8	1	0	1	0	0	0	0	0	0	0
103325697	136	8	-2147474432	536870933	0	36	0	128	21	0	0	32
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
169648129	136	8	65792	-2147418112	0	1	1	0	0	0	1	128
103325697	136	8	-2147474432	536870931	0	36	0	128	19	0	0	32
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
3186690	136	8	-773201985	-1942085174	191	223	233	209	202	33	62	140
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
34643974	136	8	16714751	520814592	255	11	255	0	0	0	11	31
169648129	136	8	256	-2147418112	0	1	0	0	0	0	1	128
103325697	136	8	1828725760	536875049	0	36	0	109	41	16	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
169385985	136	8	1317011456	4537607	0	0	128	78	7	61	69	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
102277121	136	8	671615744	7803649	0	11	8	40	1	19	119	0
103325697	136	8	-2147474432	536870932	0	36	0	128	20	0	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
1089542	136	8	0	0	0	0	0	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
102277121	136	8	1711737600	7541250	0	11	7	102	2	18	115	0
34643974	136	8	16714751	520814592	255	11	255	0	0	0	11	31
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
2662415	136	8	-1234763709	16754561	67	0	103	182	129	167	255	0
169648129	136	8	65792	-2147418112	0	1	1	0	0	0	1	128
169648129	136	8	65792	-2147418112	0	1	1	0	0	0	1	128
103325697	136	8	-2147474432	536870932	0	36	0	128	20	0	0	32
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
169385985	136	8	1317011456	3267842	0	0	128	78	2	221	49	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
169648129	136	8	256	-2147418112	0	1	0	0	0	0	1	128
3186690	136	8	-773201985	-1908530742	191	223	233	209	202	33	62	142
2662406	136	8	-2146523012	0	124	168	14	128	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
1089542	136	8	0	0	0	0	0	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
135307264	136	8	1375745	0	1	254	20	0	0	0	0	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
135307264	136	8	1900033	0	1	254	28	0	0	0	0	0
169385985	136	8	1317011456	2789378	0	0	128	78	2	144	42	0
2662415	136	8	-1202257855	16750465	65	0	87	184	129	151	255	0
169385985	136	8	1317011456	2723842	0	0	128	78	2	144	41	0
135307264	136	8	1637889	0	1	254	24	0	0	0	0	0
1089542	136	8	0	0	0	0	0	0	0	0	0	0
135307264	136	8	1113601	0	1	254	16	0	0	0	0	0
169648129	136	8	256	-2147418112	0	1	0	0	0	0	1	128
